47890	模拟人生	30
457680	地球计划	23
342740	武士猫	26
317440	量子冲击冠军	11
394561	街机弹桌台	12
413150	星露谷物语	31
467350	雷威龙空间	55
261050	罗马全面战争	11
530160	毁灭前夕回归越南	17
427250	位军队	21
530860	辐射	17
18700	重力世界	37
440020	像素地下城	16
471320	哥特王朝	12
417150	动物朋友	11
541210	冰冷海域	18
410340	起飞	11
414870	超级棒球	33
600591	横冲直撞癫狂	27
664060	飘	26
588630	涂鸦骑士	13
460930	幽灵行动荒野	31
483840	恐怖黎明	41
648750	东海道	65
237350	冰封底线	14
623140	战锤神圣军团	13
247304	黑道圣徒	60
105450	帝国时代	13
338640	潜攻	25
388880	奥森弗里	25
561547	王牌英雄	36
402570	时空裂痕	16
526411	原声	21
652540	虚拟艺术馆	15
12160	午夜俱乐部	12
421660	叫我如何不想他	12
246360	太完美	11
524220	尼尔机械纪元	58
12430	碰撞弹珠台大比分	20
341290	光线解谜	60
397600	病毒	12
305640	破碎的地球	12
202670	南希朱尔灰烬中的不在场证明	13
762620	虐杀原形	16
434790	行星	25
368430	穿越林间	21
623570	壁球打砖块	15
362090	瑟拉利姆	151
202652	钢铁风暴完全版	19
275060	鬼屋魔影启蒙	46
254880	月球基地指挥官	31
507010	总统先生	11
294100	环世界	51
34282	影子舞者	13
373930	突袭	79
280160	荒神	75
506190	全面战争战锤	23
627510	黎明杀机	20
443810	这是警察	47
284240	玉米	26
230691	足球之王	11
577131	泰思虎奇幻冒险	17
573548	追加	20
670270	和平之翼破晓	20
335280	堕落之王	57
450340	猎神冬日之战	17
243360	赛道狂飙山谷	25
489849	足球经理	13
513320	爱丽丝	14
710270	真人快打	35
22520	魔幻卡牌真理与美	25
324060	行星安卡拉编年史	27
513032	狙击精英	22
366640	亮晶晶闪闪王国	15
462280	外星贸易公司	47
368610	魔法洞穴	14
256010	铁血联盟闪回	80
617110	传送门骑士	12
562690	最强	17
722230	黑色洛城	30
296750	战地	13
310510	死亡陷阱	33
253790	胶囊太空站	42
273580	黑暗侵袭	14
328690	美国历史	12
235210	飛竜	26
563105	硝云弹雨	11
322520	真三国无双帝国	83
266010	就怕总裁套路深	11
291770	最后的王冠恐怖午夜	11
307500	巫师国王刺客	12
620360	玩具冲突	21
280360	星际穿越	14
459120	火车山谷	12
418770	古墓丽影崛起	18
431250	蘑菇战争	44
297060	该死的肉球	23
1610	太空帝国	22
600230	用户服务协议	11
513190	虚空狂奔	31
605410	行尸走肉	18
229190	斩妖除魔地狱诅咒	48
378610	硅谷	12
644400	机器人陷阱	29
557720	爱语魔咒	26
388320	革命黑色星期五	15
565330	网络编程必备	20
312840	幻象杀手重制版	12
485510	仁王	56
231160	交易者	64
425141	死或生最后一战	31
253310	倒霉的马德黄金的诅咒	15
